Textos_espanol,sdg
"Ademas, muchos llevan a cabo practicas de seguimiento de la calidad del servicio con el objetivo de informar al publico sobre el nivel de calidad proporcionado (19), lo que brinda mas transparencia a los usuarios de la EAPI. Ademas, es comun monitorear la calidad del servicio para mejorar el desarrollo de los ninos (16) y mejorar el desempeno del personal (16). Fuente: Tabla 3.1, Red de la OCDE sobre EAPI, ""Encuesta en linea sobre el seguimiento de la calidad en el aprendizaje y el desarrollo tempranos"", noviembre de 2013.",4
"Las escuelas ahora tambien tienen que proporcionar informacion escrita sobre los resultados de los alumnos en relacion con los objetivos nacionales para que los resultados de los alumnos sean mas claros para los padres. El enfoque es un mayor desarrollo de las materias y, incluidas, las perspectivas y habilidades didacticas. Los maestros pueden quedarse con el 80% de su salario, mientras continuan su educacion en una materia que ensenan.",4
"Los padres pagan una cuota maxima solo por el jardin de infancia (entre el 15,8% y el 22,5% de los costes totales en 2011, dependiendo de si el jardin es publico o privado). Los condados son responsables de la educacion secundaria superior, que financian mediante impuestos y subvenciones globales. Los costes en este sector varian considerablemente de una region a otra. Se conceden subvenciones y disposiciones estatales adicionales para evitar disparidades regionales. Los jardines de infancia privados (50% de todos los jardines de infancia) tambien son financiados por el Estado a traves de las subvenciones globales a los municipios. ",4
"Contiene una variedad de informacion contextual, de capacidad y de resultados de los estudiantes, incluidos datos como el numero de estudiantes, las tasas de asistencia, el numero de personal docente y no docente, el desempeno escolar promedio en las evaluaciones nacionales e informacion financiera de la escuela. Contiene un conjunto de datos de calidad que los maestros, las escuelas, los padres y la comunidad en general pueden usar, junto con otra informacion, para ayudar a garantizar que todos los ninos en cada salon de clases reciban una educacion de alta calidad. Esta es la primera vez que la comunidad australiana en general ha tenido acceso a estos datos.",4
"En 2013, el programa tambien entrego material didactico digital e infraestructura tecnologica como conexion a Internet a varias escuelas rurales (MINEDUC, ACE y ES, 2016). En 2014, se implemento un programa complementario Integrando la Ruralidad que ofrecia recursos digitales fuera de linea en 2 043 escuelas que tenian acceso limitado a Internet. Los estudiantes estan matriculados en escuelas de educacion especial (escuelas especiales) o integrados en escuelas ordinarias. En 2015, habia 782 escuelas de educacion especial que ofrecian educacion basica (anos 1 a 8) y no habia escuelas especiales disponibles para los anos 9 o superior. La mayoria de las escuelas de educacion basica especial (91%) estaban ubicadas en areas urbanas.",4
"El porcentaje de alumnos de 15 anos que asistieron a la educacion infantil (CINE 0) durante menos de dos anos se anade entre parentesis junto al nombre del pais. Los alumnos con bajo rendimiento pueden ser capaces de utilizar conocimientos cientificos basicos o cotidianos para reconocer o identificar aspectos de fenomenos cientificos conocidos o sencillos. Sin embargo, tambien suelen confundir caracteristicas clave de una investigacion cientifica, aplicar informacion cientifica incorrecta y mezclar creencias personales con hechos cientificos en apoyo de una decision.",4
"Aunque el desempleo juvenil esta vinculado a la evolucion del ciclo economico, en la ultima decada se ha producido un cambio estructural en la composicion del desempleo juvenil, impulsado por el continuo aumento de las tasas de matriculacion en la ensenanza terciaria, que ha provocado un descenso de la participacion de los jovenes en la poblacion activa. Los trabajadores poco cualificados son menos demandados en el mercado laboral, lo que tambien contribuye a las elevadas tasas de desempleo juvenil. La Oficina de Empleo se encargara de aplicar el programa, que implica: mecanismos mas agiles para que los jovenes poco o nada cualificados vuelvan a la educacion formal, una mejor orientacion profesional, un mejor suministro de informacion sobre las condiciones del mercado laboral local y la facilitacion de la participacion en politicas activas del mercado laboral (PAMT) que incluyan formacion en el lugar de trabajo (vease mas abajo).",4
"Sin embargo, las pruebas pueden agregar valor a la evaluacion cuando se usan en combinacion con otros instrumentos, especialmente para informar el desarrollo profesional (Claudet, 2002). El uso de encuestas y cuestionarios a las partes interesadas puede servir para brindar una perspectiva adicional sobre el desempeno de un lider escolar y brindar informacion sobre el nivel de satisfaccion de las partes interesadas. Dependiendo de los propositos y usos de un sistema de evaluacion, los resultados de las encuestas y cuestionarios pueden compartirse con el lider escolar, los evaluadores y/o toda la comunidad escolar. Algunos estados y territorios de Australia se basan en la informacion recopilada a traves de encuestas de padres para la evaluacion de los directores de escuela y en las encuestas del personal al evaluar a los subdirectores de escuela.",4
"Tambien tienen acceso al Programa de Finalizacion de Estudios y a los Servicios de Enlace entre el Hogar, la Escuela y la Comunidad deTusla, la Agencia del Menor y la Familia que tiene competencias legales en relacion con la asistencia, la participacion y la permanencia en la escuela, y a los servicios de enlace entre la escuela y la comunidad. Las escuelas primarias de las zonas con mayor concentracion de alumnos en riesgo de desventaja educativa, en particular, reciben personal suficiente para reducir el tamano de las clases a menos de 20 alumnos. Los centros de secundaria que participan en el Programa de Apoyo Escolar tienen un mayor acceso a profesionales de orientacion profesional y mejores opciones curriculares (a traves de la dotacion de personal y la financiacion del Programa Escolar de Certificado Junior y el Programa Aplicado de Certificado de Fin de Estudios).",4
"Un importante canal de intercambio de conocimientos es el sistema de practicas que emplean varias universidades de Galilea (vease el recuadro 2.5.). Estas practicas constituyen un punto de entrada en la poblacion activa, ya que algunos estudiantes siguen trabajando para el socio industrial despues de las practicas. Las practicas tambien tienen lugar en la escuela de negocios de la universidad, por ejemplo en el Colegio de Galilea Occidental y la Institucion Academica Nazaret tambien pretende combinar la educacion practica y teorica. Los estudiantes participan en el proyecto de trabajo en industrias regionales (a partir del final de su segundo ano) durante 500-1 000 horas.",4
"En promedio en los paises de la OCDE, los padres de estudiantes con ventajas socioeconomicas tienen un alto nivel educativo: una gran mayoria ha obtenido educacion terciaria (97 %) y trabaja en una ocupacion calificada de cuello blanco (94 %). Por el contrario, los padres de estudiantes socioeconomicamente desfavorecidos tienen un nivel educativo mucho mas bajo. En los paises de la OCDE, el 55 % de los padres de estudiantes desfavorecidos obtuvo alguna educacion postsecundaria no terciaria como su nivel mas alto de educacion formal, el 33 % logro la educacion secundaria inferior o menos, y solo el 12 % logro la educacion terciaria. Pocos estudiantes desfavorecidos tienen un padre que trabaja en una ocupacion calificada (8%), muchos padres de estos estudiantes trabajan en ocupaciones de cuello blanco semi-calificadas (43%) y la mayoria (49%) trabaja en ocupaciones elementales o semi- ocupaciones calificadas de cuello azul (Tabla ll.6.2b).",4
"A nivel de estudiante, muchos paises, como Estonia, Nueva Zelanda o Estados Unidos, han introducido becas y apoyo financiero para estudiantes. Los paises de alto rendimiento se basan en sus instituciones y tienen en cuenta los diferentes niveles de gobernanza, su dinamica y recursos para impulsar la mejora en todo el sistema y las escuelas (OCDE, 2010). Para lograr el desempeno de la educacion superior, es necesario alinear las estrategias de gobernanza y la financiacion.",4
"Se estima que los pastores constituyen el 25 % de la poblacion nacional de 38,6 millones (segun el censo de 2009), mientras que los miembros de la comunidad individual mas grande de cazadores-recolectores son aproximadamente 79 000 (Oficina Nacional de Estadistica de Kenia, 2016). Tanto los pastores como los cazadores-recolectores se enfrentan a la inseguridad con respecto a la tenencia de la tierra y los recursos, la prestacion de servicios deficientes, la representacion politica deficiente, la discriminacion y la exclusion. Al mismo tiempo, la identidad y cultura de los pastores contribuye a la diversidad cultural, la economia nacional y la conservacion de la biodiversidad de Kenia (Kaunga, 2005). Sin embargo, los internados han tenido sus propios problemas, que van desde el cuidado inadecuado de los ninos y el aumento de los costos de educacion (ya que muchos internados eran administrados de forma privada por misioneros) hasta una mayor incidencia de embarazos, lo que resulto en tasas mas altas de desercion escolar para las ninas.",4
"En respuesta, el gobierno australiano establecio el Grupo Asesor Ministerial de Educacion Docente (TEMAG) en 2014 para hacer recomendaciones sobre como se podria mejorar la ITP en Australia para preparar mejor a los nuevos docentes y proporcionar las habilidades practicas necesarias en el aula. En 2015, Action Now: Classroom Ready Teachers, el informe de TEMAG al Ministro de Educacion y Formacion, incluia 38 recomendaciones para mejorar la ITP en Australia. A partir de 2013, el programa de Licenciatura en Educacion se guio por objetivos de competencia para cada practica docente, la formacion docente se construyo en torno a modulos y se otorgo a los Colegios Universitarios (Professionshojskoler) mas autonomia para establecer las estructuras del programa y determinar el contenido de los modulos para el desarrollo de diferentes perfiles docentes.",4
"Para cada uno de estos instrumentos, el documento presenta los distintos enfoques nacionales, analiza los problemas comunes a los que deben hacer frente los paAses y formula recomendaciones de actuaciA3n para fomentar la elaboraciA3n y la puesta en prA!ctica de polAticas pAoblicas. El desarrollo de mecanismos eficaces para el reconocimiento de las competencias es cada vez mA!s importante, ya que los trabajadores necesitan aprender a lo largo de su carrera a la luz del progreso tecnolA3gico, las nuevas formas de trabajo (por ejemplo, Uber) desarrollan competencias profesionales potencialmente Aotiles y los flujos migratorios crean una reserva de trabajadores con competencias que a menudo quedan sin reconocer. Puede reportar uno de los tres beneficios siguientes, acelerando el camino hacia la cualificacion formal: acceso a un programa de educacion o formacion, reduccion de la duracion del programa, cualificacion sin programa de formacion.",4
"El sistema de indicadores cubre 20 indicadores en cinco dimensiones principales que no se limitan al rendimiento academico, sino que tambien incluyen el desarrollo moral, el desarrollo fisico y mental, el fomento del interes academico y la carga de los alumnos. Este marco se puso a prueba en 30 areas, incluso en la provincia de Zhejiang y el municipio de Shanghai. Se reconoce que varios aspectos del sistema educativo actual necesitan reformas para permitir la transicion del pais hacia una economia de innovacion. La carga del trabajo escolar en los estudiantes de primaria y secundaria suele ser demasiado pesada y existe una enorme presion familiar para ser admitido en buenas escuelas.",4
"Aspectos tales como la estructura de gobierno y gestion, la cantidad de autonomia otorgada a nivel escolar, las prescripciones de rendicion de cuentas, el tamano y la complejidad de la escuela y los niveles de desempeno de los estudiantes pueden dar forma a los tipos y patrones de liderazgo escolar. Por lo tanto, los directores no solo deben ser administradores sino tambien lideres de la escuela como una organizacion de aprendizaje. Interactuan con los maestros para crear una comunidad de aprendizaje cohesiva y productiva. Por lo tanto, por razones de legitimidad y autoridad, pero tambien por razones de eficiencia y eficacia, la formacion de los lideres escolares debe prepararse con rapidez.",4
"Francia, Israel y Suiza lo hacen relativamente bien (en comparacion con paises con un desempeno promedio similar) en fomentar la excelencia, pero al mismo tiempo, tienen una proporcion considerable de estudiantes que no alcanzan el nivel basico de competencia. Entre las chicas, la diferencia entre las de mejor y peor desempeno es menor. En Hong Kong (China) y Singapur, dos de los paises y economias de mayor rendimiento, porcentajes similares de ninos y ninas se desempenan en el Nivel 5 o superior en matematicas.",4
"Es menos probable que las personas desfavorecidas puedan invertir en educacion y desarrollo de habilidades que las personas adineradas, lo que limita su acceso a trabajos calificados. Esto tambien limita la capacidad de las economias para producir, crecer e innovar, ya que no pueden brindar acceso a la educacion y oportunidades a segmentos de su poblacion. El nivel educativo de una persona esta estrechamente relacionado con su probabilidad de estar desempleado (OCDE, 2014a) y los salarios futuros (Barro y Lee, 2013). Incrementar el rendimiento educativo de todos, y especialmente de los mas desfavorecidos, es beneficioso tanto para la economia como para la sociedad.",4
"Los estudiantes que estudian en centros publicos en campos ""prioritarios"" reciben una asignacion mensual de TND 60. Esta es una forma innovadora de brindar entrega, al mismo tiempo que permite satisfacer mejor las necesidades del mercado laboral. Muy a menudo, los proveedores privados (tanto con fines de lucro como sin fines de lucro) ocupan un nicho particular en la provision. A veces llenan un vacio en la provision publica; por ejemplo, en los Paises Bajos, el sector publico enfrenta barreras para ofrecer programas a tiempo parcial para adultos y, como resultado, estos se ofrecen principalmente a traves de proveedores privados. En Austria, Alemania y Suiza, los proveedores privados ofrecen muchos cursos preparatorios que conducen a examenes profesionales, aunque la evaluacion de los resultados es fundamental para garantizar la eficacia de los programas (OCDE, 2014a).",4
"En Chipre, la preparacion de los planes escolares de EDS se ha incorporado oficialmente en la educacion primaria y actualmente se esta poniendo a prueba en la educacion preescolar. En una etapa posterior, se introduciran en la educacion secundaria (Chipre, informe informal de 2014). El Ministerio de Educacion y Cultura de Chipre, a traves del Instituto Pedagogico de Chipre, ha escrito la Guia para implementar EE/EDS en la escuela para apoyar el diseno y la implementacion de planes escolares y para ayudar a los maestros a incluir el plan de estudios de EE/ESD en el marco. del plan escolar. En 2013, Finlandia sugirio que aproximadamente el 40 % de las escuelas cuenten con un plan SD, y otro 11 % planea hacerlo.",4
"Estos incentivos incluyen clases de menor tamano, menor tiempo de ensenanza en clase, un estipendio adicional al salario, la oportunidad de elegir la proxima escuela de asignacion y ventajas para la promocion a puestos administrativos preferidos como etapa final de la carrera docente (Kang y Hong , 2008). Sin embargo, al mismo tiempo, puede tener consecuencias no deseadas que amplien la brecha entre estudiantes de diferentes origenes socioeconomicos. En particular, es posible que los estudiantes desfavorecidos no cuenten con la orientacion y el apoyo de los padres para hacer la tarea, un lugar tranquilo para estudiar en casa y tiempo asignado para el aprendizaje despues de la escuela debido a responsabilidades familiares y de otro tipo (OCDE, 2014a, 2016a). Por lo tanto, las escuelas pueden trabajar con los padres para alentar su participacion con los ninos en el hogar y ayudar a los padres a apoyar mejor a sus hijos con el trabajo escolar.",4
"El cuarenta y tres por ciento de las personas de 25 a 34 anos han completado la educacion secundaria (en comparacion con el promedio de la OCDE del 82 %) y el 19 % han obtenido la educacion terciaria (en comparacion con el promedio de la OCDE del 39 %). Turquia ha logrado una mejora significativa en las evaluaciones PISA en matematicas (de 2003 a 2009) y ciencias (de 2006 a 2009), pero sigue siendo uno de los paises con el desempeno mas bajo entre los paises de la OCDE en lectura, matematicas y ciencias, y la proporcion de estudiantes de 15 anos ninos que obtuvieron un desempeno inferior en la evaluacion de lectura de PISA 2009 esta por encima del promedio de la OCDE (Figura 3). El impacto del estatus socioeconomico de los estudiantes en el rendimiento y la diferencia en el rendimiento academico entre chicos y chicas son superiores a la media de la OCDE (ver Anexo B). Aproximadamente el 12 % de los ninos de 3 a 4 anos y el 67 % de los ninos de 5 anos (la edad tipica de inicio) estan matriculados en educacion preescolar. En Turquia, la mayoria de las mujeres con al menos un hijo de entre 3 y 5 anos no participan en el mercado laboral (21,4% estan empleadas en comparacion con el promedio de la OCDE de 64,3%, 2009). Para garantizar tasas mas altas de finalizacion de la educacion secundaria superior, Turquia ha aumentado la escolaridad obligatoria de 8 a 12 anos, con una edad inicial de 5,5 anos.",4
"Examina como las desventajas pueden acumularse a lo largo de la vida (Capitulo l).El informe examina mas de cerca las cuestiones de equidad en cada etapa de la vida, desde la educacion en la primera infancia (Capitulo 2), los resultados escolares y de los estudiantes (Capitulo 3) hasta la educacion de adultos y la formacion de competencias (Capitulo 4). Cada capitulo ofrece recomendaciones politicas y describe las politicas en materia de educacion y competencias que pueden garantizar oportunidades equitativas de aprendizaje a lo largo de toda la vida para los desfavorecidos socioeconomicamente, asi como las mejores practicas politicas y las ensenanzas extraidas de determinados paises. Oportunidad para todos: Superar las desigualdades educativas a lo largo de la vida (OCDE, de proxima publicacion), es uno de los principales resultados del proyecto Fomentar una buena educacion para todos. Este informe pretende ofrecer un analisis exhaustivo de la desigualdad en la educacion, asi como recomendaciones politicas concretas para aportar soluciones a este acuciante problema.",4
"Ademas, la reciente estrategia Educar para una Nueva Ciudadania (Educar para una Nueva Ciudadania) tiene como objetivo garantizar que las competencias clave (por ejemplo, desarrollo sostenible, digitalizacion, ciudadania global y local) se aborden transversalmente en todas las materias del plan de estudios. Sin embargo, tambien es muy ambicioso en el contexto del sistema escolar de Costa Rica. El curriculo completo solo se puede aplicar en las escuelas que estan abiertas durante un dia completo, los docentes han recibido poca capacitacion para cambiar su estilo de ensenanza o aprender a evaluar competencias hasta el momento, y se han proporcionado recursos de ensenanza y aprendizaje limitados para ayudarlos en estos tareas (ver Capitulo 4).",4
"La oferta insuficiente de programas vocacionales de alta calidad y lugares de estudio de educacion terciaria obstaculiza la formacion y el crecimiento del capital humano. Estabilizar y simplificar la educacion vocacional al enfocarse mas en aprendizajes de alta calidad apoyaria la participacion. El gobierno necesita encontrar medidas eficientes para aumentar la participacion, especialmente entre los ninos de familias de bajos ingresos, para reemplazar el subsidio de mantenimiento educativo abolido. Reformas adicionales a la financiacion de la educacion superior podrian reducir los costos de los contribuyentes y ayudar a financiar una expansion necesaria en el sector. The Implications of School FundingaEUR, CfBT Education Trust Research Paper. Medicion de la variacion en la efectividad de los maestros en Inglaterra"", documento de trabajo 09/212 del Centro para el Mercado y la Organizacion Publica, Universidad de Bristol.",4
"Tambien es posible que un titular de maestria tome un ano de estudios pedagogicos en la facultad de educacion y obtenga una calificacion formal de maestro. No solo se espera que los candidatos a maestros se conviertan en expertos en el conocimiento del contenido pedagogico, sino que tambien deben escribir una disertacion basada en la investigacion como requisito final para obtener el titulo de maestria. Los maestros de grado superior se especializan en un area academica de su eleccion, los maestros de grado primario se especializan en ciencias de la educacion.",4
"Esta combinacion representa una oportunidad para que tanto los alumnos indigenas como los no indigenas se familiaricen con las tradiciones indigenas y, al mismo tiempo, fomenta un proceso de aprendizaje mutuo entre los profesores. Aunque incipiente, tambien existe un esfuerzo por aumentar el nivel de concienciacion sobre la interculturalidad entre la poblacion en general. Si bien el programa PEIB existe desde 1996, no fue sino hasta 2009 que el gobierno chileno establecio explicitamente el principio de interculturalidad y proteccion de la lengua y cultura indigena a traves de la Ley General de Educacion, e incorporo la lengua indigena al curriculo.",4
"Hicimos hincapie en que tales ejemplos debian haber funcionado a lo largo del tiempo para dar evidencia de implementacion, en lugar de iniciativas que aun estaban en la etapa de planificacion y promesa. Pueden cubrir una variedad de enfoques diferentes, a menudo combinados: promocion directa de la innovacion, provision de incentivos, creacion de redes, gestion del conocimiento, estrategias de liderazgo y otras formas de desarrollo profesional, desarrollo de capacidades, creacion de nuevas formas de experiencia y gestion del cambio, y mas general. impulsos para crear climas favorables para el aprendizaje innovador. Podrian apuntar al cambio en uno o mas de los diferentes componentes de los entornos de aprendizaje: grupos particulares de estudiantes, los profesionales del aprendizaje, contenido, materiales, instalaciones y tecnologias, y las diferentes formas en que estos se organizan y evaluan.",4
"A nivel macro, la matriculacion se correlaciona con el Producto Nacional Bruto, a nivel micro, los ninos pobres, en particular las ninas, tienen tradicionalmente menos probabilidades de matricularse. La pobreza es tanto una barrera para la educacion como un resultado de la falta de educacion. Ademas, las estrategias de reduccion de la pobreza y de igualdad de genero centradas en la inversion en educacion dependen en gran medida de la accion del gobierno, en primer lugar y sobre todo en relacion con la financiacion (Checchi, 2003).",4
"Sin embargo, a pesar de los esfuerzos recientes, el gasto publico en educacion se mantiene considerablemente por debajo del promedio de la OCDE y por debajo del gasto equivalente en otros paises de America Latina. En una comparacion internacional, el gasto publico parece ser particularmente bajo en los programas publicos de secundaria superior general. Este nivel de gasto relativamente bajo se traduce en un gasto inadecuado en salarios de maestros y lideres escolares y en materiales de aprendizaje, y desafios para satisfacer la demanda de plazas en educacion preescolar. Si bien se han realizado esfuerzos considerables para aumentar los salarios de los maestros publicos en los ultimos anos, los salarios relativos de los maestros publicos siguen siendo bajos.",4
"Este capitulo considera: el uso de marcos de indicadores para monitorear informacion clave sobre los sistemas escolares, el uso de herramientas para monitorear los resultados de los estudiantes (en particular, evaluaciones nacionales especificas disenadas para este proposito, investigaciones y encuestas longitudinales, asi como evaluaciones internacionales), la uso de revisiones cualitativas de aspectos particulares del sistema educativo (incluidas revisiones ad hoc, asi como informacion evaluativa generada a traves de revisiones externas del sistema educativo), y la evaluacion de programas y politicas especificos. El objetivo general de la politica es garantizar que la evaluacion del sistema educativo contribuya a mejorar los resultados de los estudiantes a traves de mejores politicas educativas. Hay una gama compleja de caracteristicas asociadas con la evaluacion del sistema educativo.",4
"Estos incluyen programas especializados en preparacion para la educacion terciaria y programas que pueden resultar o conducir a la obtencion de una cualificacion VET. El acceso a la universidad en Australia se realiza a traves de un examen y la provision de un puntaje de ingreso clasificado, o mediante una calificacion de ingreso comparativa. Los temas de Year 12 australianos tienen una amplitud y profundidad significativas en su cobertura, y varian segun los estados y territorios.",4
"Sin embargo, la participacion y los logros en la educacion entre los arabes israelies son bajos y la educacion ultraortodoxa no es convencional, lo que contribuye a altos niveles de pobreza relativa. Ademas, las encuestas internacionales revelan un problema general de habilidades basicas debiles entre los estudiantes de secundaria, con implicaciones negativas para los empleadores y las instituciones terciarias. Este documento investiga estos problemas y la respuesta politica a ellos.",4
"En particular, deben dar prioridad a aquellos docentes que tienen un nombramiento permanente y tener en cuenta su antiguedad. Los docentes se postulan directamente a las escuelas y/o juntas escolares y el procedimiento de contratacion generalmente implica entrevistas por parte de la junta escolar (Ministerio Flamenco de Educacion y TVaining, 2015). Esto puede ocurrir con calificaciones ""aceptables"", si la persona tiene un titulo de ensenanza para el nivel de educacion pertinente pero en un campo de estudio diferente, o con ""otras"" calificaciones, cuando la persona tiene un titulo que no sea un magisterio y/o alguna experiencia profesional relevante.",4
"Esta cifra representa el 22 por ciento de los estudiantes moviles entrantes en todo el mundo. Las tasas de movilidad entrante8 fueron 1,6, 1,3 y 0,1 % en las subregiones de la UNESCO de Asia Central, Asia Oriental y el Pacifico, y Asia Meridional y Occidental respectivamente en 2013. Algunos paises tienen una proporcion relativamente grande de graduados en el nivel CINE 5, como China (48 por ciento), la Republica Democratica Popular Lao (55 por ciento) y Viet Nam (48 por ciento). En otras economias, los estudiantes tienen mas probabilidades de obtener un titulo terciario en los niveles CINE 6 y 7, como Macao, China (91 %), Mongolia (97 %) y Filipinas (87 %). Menos del 2 por ciento en la region son graduados en el nivel CINE 8.",4
"AdemA!s, pueden tener una visiA3n mA!s completa de las polAticas que se han promulgado a largo plazo, lo que puede ser difAcil de percibir a nivel escolar. A pesar de la importancia del papel del gobierno a la hora de garantizar oportunidades y resultados educativos equitativos, muchos ministerios y departamentos gubernamentales trabajan en compartimentos estancos, aplicando politicas y servicios fragmentados y revisando con frecuencia las politicas publicas como consecuencia de los cambios de gobierno. Esto puede convertirse en un obstaculo para las oportunidades de aprendizaje permanente y el apoyo continuo para todos (Froy y Giguere, 2010, OCDE, 2012b). Para garantizar un apoyo continuado de una etapa de la vida a otra, los responsables politicos, las autoridades locales y los centros escolares pueden colaborar en una estrategia y un plan de accion conjuntos para alcanzar un objetivo comun de forma coherente. ",4
"Tiene la responsabilidad general de la escolarizaciA3n y se encarga de desarrollar el plan de estudios, los objetivos nacionales y las directrices del sistema educativo. Para reducir la brecha entre alumnos inmigrantes y nativos, el gobierno sueco deberA! utilizar herramientas como la financiaciA3n y las directrices para promover polAticas que la reduzcan. Uno de los componentes bA!sicos, la elecciA3n de escuela, supuso un cambio radical con respecto al sistema basado en la localizaciA3n que se aplicaba anteriormente. La politica reformada obligaba a proporcionar vales para cualquier escuela, publica o independiente, independientemente de su ubicacion geografica, con el fin de crear un sistema educativo mas democratico mediante la introduccion de la ""libertad de eleccion"" y permitiendo a las escuelas locales un mayor grado de autonomia (Lund, 2015(12]).",4
"Una organizacion especializada en conocimiento y asesoramiento (Videns-og Specialradgivningsorganisation, VISO) dentro de esta junta brinda asesoramiento gratuito a municipios, instituciones y ciudadanos de todo el pais en el area de necesidades educativas especiales y necesidades especiales raras. Los ejemplos de las areas de especializacion incluyen autismo, paralisis cerebral y lesiones cerebrales difusas, perdida de audicion y autolesiones. Por lo general, los docentes y los lideres escolares deberian, en primera instancia, analizar sus necesidades con el servicio de asesoramiento educativo-psicologico (PPR) local, que luego deberia decidir si VISO deberia involucrarse.",4
"La educacion y la formacion profesional deben fortalecerse y ampliarse mediante la creacion de escuelas tecnicas especializadas y el desarrollo de programas profesionales postsecundarios de corta duracion. El uso de dichos datos por parte de la OCDE es sin perjuicio del estado de los Altos del Golan, Jerusalen Este y los asentamientos israelies en Cisjordania segun los terminos del derecho internacional. Esto debe reflejar tanto los requisitos cambiantes del mercado laboral como las diferentes necesidades de los estudiantes, preparandolos como ciudadanos y abriendo una gama de trayectorias profesionales. Costa Rica aspira a ser un pais de altos ingresos y para lograr esta ambicion sera necesario que los jovenes costarricenses tengan habilidades de nivel superior, asi como conocimientos basicos de alfabetizacion y aritmetica.",4
"Como tal, la educacion juega un papel civico importante. Un cambio en la Ley de Educacion de Suecia de 2016 (Propuesta 2015/16:184) vuelve a regular la educacion de los estudiantes recien llegados para ayudar a estos ninos a integrarse a traves de la educacion lo antes posible. Los estudiantes recien llegados tienen los mismos derechos y obligaciones que el resto de estudiantes. Las escuelas independientes pueden hacer excepciones a las reglas de seleccion establecidas y pueden implementar una cuota especial para incluir estudiantes recien llegados que hayan residido en Suecia por menos de dos anos.",4
"Los datos canadienses solo incluyen Alberta, Manitoba, Nueva Escocia y Yukon. El alcance de un comienzo mas tardio en la educacion es mucho menor, y los niveles de participacion a lo largo de la escolarizacion siguen siendo mas altos. Sin embargo, la permanencia en la ensenanza secundaria superior en Nueva' Zelanda desciende cuando los alumnos llegan a los 16 anos, situandose por debajo de la tasa de participacion de los alumnos indigenas canadienses a los 17 anos (grafico 5.6).",4
"El Country Background Report (2014) senalo que proporcionalmente menos estudiantes acceden a las escuelas SMK debido a la falta de informacion sobre las posibles oportunidades laborales que ofrecen sus programas. Desde 2012, el numero de instituciones SMK en Indonesia ha aumentado de 10 256 a 11 727. La mayoria de los SMK se encuentran en Java (57%) y Sumatra (21%).",4
?Como mejorar la pertinencia y la calidad de la educacion? ?Como reforzar y diversificar las industrias existentes y mejorar la capacidad de absorcion de la economia basada en las PYME? Es necesario equilibrar la gran atencion que se presta actualmente a la atraccion de talentos con el fomento de los talentos en el pais de origen y la mejora del acceso de los nuevos inmigrantes a la educacion terciaria.,4
"Segun Bertram et al. (Dicho esto, en el momento de redactar este informe, el sistema de aseguramiento de la calidad de ECEC no habia abordado factores como el desempeno del personal, el bienestar de los ninos, la satisfaccion de los padres y la relacion calidad-precio. De la misma manera, mientras que la orientacion curricular proporcionada se referia a elementos utiles (como areas de aprendizaje y/o actividades, objetivos de aprendizaje, resultados del aprendizaje, evaluacion del aprendizaje y el desarrollo y contextos y/o entornos de aprendizaje), no incluia enfoques pedagogicos ni directrices nacionales para apoyar la transicion a la educacion preescolar educacion (Bertram et al.,",4
"En todas las jurisdicciones de este estudio, sin embargo, la edad obligatoria para empezar la escuela es de 6 anos. Esto es alentador, pero los datos no muestran mejoras en otros niveles de edad, y parece haber ligeros descensos en las tasas de participacion en los niveles inferiores de secundaria (Figura 5.7). Sin embargo, cabe destacar el aumento significativo de las tasas de participacion entre 2005 y 2015 en el caso de los estudiantes indigenas de 14 a 16 anos (grafico 5.8).",4
"Una decada y media mas tarde, los resultados de PISA 2015 muestran que Lituania se ubica entre los paises con autonomia de la escuela secundaria en el desarrollo del curriculo (Tabla 3.2). Si bien MoES establece el marco y los estandares de politicas generales, los maestros y directores de escuela son en gran medida responsables del diseno y la implementacion del plan de estudios. Regulan ampliamente la implementacion de los planes de estudios educativos para garantizar la coherencia, la disponibilidad y la calidad de la educacion en todo el pais.",4
La financiacion de la ensenanza secundaria superior y la FP se basa en el numero de alumnos de cada centro y en los costes unitarios por alumno. Las universidades reciben financiacion del Estado y tambien recaudan fondos externos. La universidad acuerda con el Ministerio de Educacion y Cultura unos objetivos operativos y cualitativos que sirven de base para los recursos necesarios.,4
"El valor es 3 881 % para Ghana, 2 016 % para Honduras, 2 624 % para Sudafrica. Cuando di la conferencia Ramadan Majlis en Abu Dhabi en agosto de 2015, el principe heredero y su gabinete expresaron un profundo compromiso para mejorar el sistema educativo de manera rapida y profunda. El pais esta ahora en camino de elevar el estatus de la educacion.",4
